Hotel_Code,count
1866,2
2808,2
163,2
2811,2
2687,2
2663,2
1223,2
2787,2
1846,2
1859,2
2784,2
1856,2
2826,2
285,2
2783,2
2695,2
2365,2
2777,2
1892,2
2775,2
1182,2
1848,2
2014,2
336,2
2617,2
2898,2
2934,2
2912,2
1277,2
2566,2
2086,2
1951,2
2931,2
1014,2
1474,2
2744,2
2131,2
1767,2
1477,2
2536,2
1485,2
2942,2
2139,2
1090,2
1469,2
2581,2
1103,2
2714,1
2392,1
3254,1
2318,1
3182,1
3183,1
3184,1
3246,1
1924,1
2388,1
2745,1
3288,1
3245,1
3188,1
2782,1
2781,1
3287,1
3257,1
3192,1
3285,1
3194,1
3195,1
3284,1
3283,1
3198,1
2698,1
3282,1
3179,1
3247,1
3259,1
3167,1
3158,1
3159,1
3160,1
1349,1
190,1
3162,1
3298,1
3297,1
2728,1
3165,1
3295,1
3166,1
3294,1
3289,1
2726,1
3292,1
1337,1
3249,1
3171,1
3291,1
3253,1
3173,1
3174,1
3290,1
3175,1
2394,1
3281,1
2772,1
1930,1
3156,1
3222,1
3241,1
3268,1
2723,1
3266,1
2758,1
3226,1
3227,1
3228,1
3229,1
3230,1
3265,1
3231,1
3242,1
3264,1
3232,1
3233,1
720,1
2756,1
3263,1
3237,1
2720,1
3238,1
3258,1
2743,1
3240,1
3269,1
3271,1
3201,1
3276,1
2699,1
3279,1
2377,1
2770,1
3205,1
3206,1
2701,1
2717,1
3278,1
3277,1
3208,1
2768,1
3211,1
2763,1
3275,1
3274,1
3273,1
3244,1
3243,1
3214,1
1897,1
3272,1
3216,1
2372,1
3218,1
3219,1
2798,1
2662,1
3155,1
353,1
1582,1
889,1
337,1
2480,1
523,1
919,1
920,1
3022,1
1097,1
26,1
2081,1
2906,1
3002,1
2908,1
2589,1
1415,1
1781,1
3043,1
3050,1
3048,1
2871,1
3046,1
590,1
2240,1
3041,1
3028,1
3036,1
3035,1
3033,1
3032,1
3031,1
2038,1
2909,1
2569,1
2621,1
2535,1
2512,1
1020,1
2514,1
2127,1
2524,1
997,1
2957,1
974,1
2955,1
2954,1
2953,1
2952,1
2951,1
2137,1
980,1
2976,1
2996,1
1081,1
2174,1
2171,1
2496,1
1087,1
2990,1
2989,1
961,1
2115,1
2100,1
1773,1
2922,1
2923,1
2928,1
2978,1
1602,1
3055,1
2799,1
2290,1
2817,1
3125,1
3124,1
2948,1
2659,1
2822,1
2658,1
3129,1
641,1
3115,1
3112,1
2423,1
1855,1
1852,1
3128,1
2815,1
2279,1
2316,1
3153,1
2800,1
2680,1
3149,1
3147,1
3146,1
3143,1
2666,1
3142,1
3141,1
1197,1
127,1
3135,1
1364,1
3108,1
3105,1
3056,1
836,1
1374,1
1384,1
2857,1
828,1
3070,1
1830,1
3067,1
3080,1
3064,1
3063,1
317,1
2249,1
3058,1
2455,1
3079,1
3081,1
3104,1
2640,1
2833,1
3102,1
2834,1
3100,1
3099,1
3096,1
2840,1
2272,1
627,1
3090,1
3089,1
3088,1
3087,1
86,1
3299,1
